column1,Benefit_per_order,Order_City,Order_Country,Order_Customer_Id,order_date_DateOrders,Order_Id,Order_Item_Cardprod_Id,Order_Item_Discount,Order_Item_Discount_Rate,Order_Item_Id,Order_Item_Product_Price,Order_Item_Profit_Ratio,Order_Item_Quantity,Order_Item_Total,Order_Profit_Per_Order,Order_Region,Order_State,Order_Status,Order_Zipcode,Sales,Type
46657,136.6999969482422,New York City,Estados Unidos,9003,2016-05-22 02:37:00.0000000,34740,957,21,0.07000000029802322,86770,299.980011,0.49000000953674316,1,278.980011,136.6999969,East of USA,Nueva York,PENDING_PAYMENT,10011,299.9800109863281,PAYMENT
18998,9.550000190734863,New York City,Estados Unidos,12062,2016-08-20 19:18:00.0000000,40953,403,2.5999999046325684,0.019999999552965164,102214,129.9900055,0.07999999821186066,1,127.3899994,9.550000191,East of USA,Nueva York,PENDING_PAYMENT,10035,129.99000549316406,PAYMENT
6320,7.269999980926514,New York City,Estados Unidos,9704,2016-08-15 04:46:00.0000000,40569,365,1.7999999523162842,0.029999999329447746,101219,59.99000168,0.12999999523162842,1,58.18999863,7.269999981,East of USA,Nueva York,PENDING_PAYMENT,10024,59.9900016784668,PAYMENT
6353,-31.5,New York City,Estados Unidos,2903,2016-08-05 18:48:00.0000000,39924,502,5,0.10000000149011612,99601,50.0,-0.699999988079071,1,45.0,-31.5,East of USA,Nueva York,PENDING_PAYMENT,10011,50,PAYMENT
6357,-6.539999961853027,New York City,Estados Unidos,5308,2016-05-06 06:50:00.0000000,33656,926,1.1200000047683716,0.07000000029802322,83997,15.98999977,-0.4399999976158142,1,14.86999989,-6.539999962,East of USA,Nueva York,PENDING_PAYMENT,10024,15.989999771118164,PAYMENT
6367,97.63999938964844,New York City,Estados Unidos,2903,2016-08-05 18:48:00.0000000,39924,957,21,0.07000000029802322,99600,299.980011,0.3499999940395355,1,278.980011,97.63999939,East of USA,Nueva York,PENDING_PAYMENT,10011,299.9800109863281,PAYMENT
28922,-27.5,New York City,Estados Unidos,717,2016-05-02 07:33:00.0000000,33384,502,30,0.11999999731779099,83378,50.0,-0.12999999523162842,5,220.0,-27.5,East of USA,Nueva York,PENDING_PAYMENT,10009,250,PAYMENT
28923,87,New York City,Estados Unidos,717,2016-05-02 07:33:00.0000000,33384,502,32.5,0.12999999523162842,83376,50.0,0.4000000059604645,5,217.5,87.0,East of USA,Nueva York,PENDING_PAYMENT,10009,250,PAYMENT
29050,4.320000171661377,New York City,Estados Unidos,7510,2016-06-15 21:51:00.0000000,36439,365,2.4000000953674316,0.03999999910593033,90994,59.99000168,0.07999999821186066,1,57.59000015,4.320000172,East of USA,Nueva York,PENDING_PAYMENT,10009,59.9900016784668,PAYMENT
29053,-84.62000274658203,New York City,Estados Unidos,7510,2016-06-15 21:51:00.0000000,36439,403,9.100000381469727,0.07000000029802322,90993,129.9900055,-0.699999988079071,1,120.8899994,-84.62000275,East of USA,Nueva York,PENDING_PAYMENT,10009,129.99000549316406,PAYMENT
29066,108.2300033569336,New York City,Estados Unidos,7510,2016-06-15 21:51:00.0000000,36439,957,54,0.18000000715255737,90991,299.980011,0.4399999976158142,1,245.9799957,108.2300034,East of USA,Nueva York,PENDING_PAYMENT,10009,299.9800109863281,PAYMENT
75152,47.560001373291016,New York City,Estados Unidos,2734,2016-08-13 19:29:00.0000000,40474,1073,36,0.18000000715255737,101000,199.9900055,0.28999999165534973,1,163.9900055,47.56000137,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
75153,46.400001525878906,New York City,Estados Unidos,2734,2016-08-13 19:29:00.0000000,40474,1073,40,0.20000000298023224,100998,199.9900055,0.28999999165534973,1,159.9900055,46.40000153,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
19219,21.200000762939453,New York City,Estados Unidos,4228,2016-08-23 15:16:00.0000000,41147,365,8.399999618530273,0.07000000029802322,102718,59.99000168,0.1899999976158142,2,111.5800018,21.20000076,East of USA,Nueva York,PENDING_PAYMENT,10009,119.9800033569336,PAYMENT
19224,8.59000015258789,New York City,Estados Unidos,7954,2016-07-28 00:35:00.0000000,39324,627,4,0.05000000074505806,98163,39.99000168,0.10999999940395355,2,75.98000336,8.590000153,East of USA,Nueva York,PENDING_PAYMENT,10035,79.9800033569336,PAYMENT
19230,8.5,New York City,Estados Unidos,12062,2016-08-20 19:18:00.0000000,40953,502,15,0.15000000596046448,102215,50.0,0.10000000149011612,2,85.0,8.5,East of USA,Nueva York,PENDING_PAYMENT,10035,100,PAYMENT
19383,9.359999656677246,New York City,Estados Unidos,2467,2016-04-11 18:37:00.0000000,31977,93,3,0.03999999910593033,79929,24.98999977,0.12999999523162842,3,71.97000122,9.359999657,East of USA,Nueva York,PENDING_PAYMENT,10024,74.97000122070312,PAYMENT
38214,17,New York City,Estados Unidos,10419,2016-07-05 19:01:00.0000000,37801,191,74.98999786376953,0.15000000596046448,94329,99.98999786,0.03999999910593033,5,424.9599915,17.0,East of USA,Nueva York,PENDING_PAYMENT,10011,499.95001220703125,PAYMENT
38238,-32.790000915527344,New York City,Estados Unidos,6248,2016-06-15 12:44:00.0000000,36413,627,35.9900016784668,0.18000000715255737,90913,39.99000168,-0.20000000298023224,5,163.9600067,-32.79000092,East of USA,Nueva York,PENDING_PAYMENT,10009,199.9499969482422,PAYMENT
46482,70.47000122070312,New York City,Estados Unidos,273,2016-07-04 20:36:00.0000000,37737,957,39,0.12999999523162842,94193,299.980011,0.27000001072883606,1,260.980011,70.47000122,East of USA,Nueva York,PAYMENT_REVIEW,10024,299.9800109863281,PAYMENT
46486,8.710000038146973,New York City,Estados Unidos,1974,2016-07-24 11:48:00.0000000,39082,191,1,0.009999999776482582,97560,99.98999786,0.09000000357627869,1,98.98999786,8.710000038,East of USA,Nueva York,PENDING_PAYMENT,10009,99.98999786376953,PAYMENT
46488,-6.170000076293945,New York City,Estados Unidos,1974,2016-07-24 11:48:00.0000000,39082,191,2,0.019999999552965164,97559,99.98999786,-0.05999999865889549,1,97.98999786,-6.170000076,East of USA,Nueva York,PENDING_PAYMENT,10009,99.98999786376953,PAYMENT
46489,-1.3300000429153442,New York City,Estados Unidos,7370,2016-08-15 21:14:00.0000000,40616,191,5,0.05000000074505806,101328,99.98999786,-0.009999999776482582,1,94.98999786,-1.330000043,East of USA,Nueva York,PENDING_PAYMENT,10009,99.98999786376953,PAYMENT
46509,38.220001220703125,New York City,Estados Unidos,6053,2016-08-17 04:04:00.0000000,40704,403,2.5999999046325684,0.019999999552965164,101552,129.9900055,0.30000001192092896,1,127.3899994,38.22000122,East of USA,Nueva York,PENDING_PAYMENT,10035,129.99000549316406,PAYMENT
6700,70.5,New York City,Estados Unidos,3265,2016-05-07 15:46:00.0000000,33750,502,0,0,84228,50.0,0.4699999988079071,3,150.0,70.5,East of USA,Nueva York,PENDING_PAYMENT,10011,150,PAYMENT
6709,51.970001220703125,New York City,Estados Unidos,11424,2016-07-12 05:31:00.0000000,38242,823,3.119999885559082,0.019999999552965164,95470,51.99000168,0.3400000035762787,3,152.8500061,51.97000122,East of USA,Nueva York,PENDING_PAYMENT,10011,155.97000122070312,PAYMENT
37192,7.420000076293945,New York City,Estados Unidos,6168,2016-08-11 14:35:00.0000000,40323,191,1,0.009999999776482582,100614,99.98999786,0.07999999821186066,1,98.98999786,7.420000076,East of USA,Nueva York,PENDING_PAYMENT,10035,99.98999786376953,PAYMENT
37201,52,New York City,Estados Unidos,10114,2016-06-13 22:12:00.0000000,36303,403,0,0,90642,129.9900055,0.4000000059604645,1,129.9900055,52.0,East of USA,Nueva York,PENDING_PAYMENT,10035,129.99000549316406,PAYMENT
29146,66.88999938964844,New York City,Estados Unidos,7510,2016-06-15 21:51:00.0000000,36439,502,13.5,0.09000000357627869,90992,50.0,0.49000000953674316,3,136.5,66.88999939,East of USA,Nueva York,PENDING_PAYMENT,10009,150,PAYMENT
29189,45.2400016784668,New York City,Estados Unidos,2889,2016-05-29 22:45:00.0000000,35277,191,51.9900016784668,0.12999999523162842,88106,99.98999786,0.12999999523162842,4,347.9700012,45.24000168,East of USA,Nueva York,PENDING_PAYMENT,10024,399.9599914550781,PAYMENT
29190,-4.659999847412109,New York City,Estados Unidos,2889,2016-05-29 22:45:00.0000000,35277,365,7.199999809265137,0.029999999329447746,88105,59.99000168,-0.019999999552965164,4,232.7599945,-4.659999847,East of USA,Nueva York,PENDING_PAYMENT,10024,239.9600067138672,PAYMENT
19743,117.58999633789062,New York City,Estados Unidos,4228,2016-08-23 15:16:00.0000000,41147,191,79.98999786376953,0.1599999964237213,102716,99.98999786,0.2800000011920929,5,419.9599915,117.5899963,East of USA,Nueva York,PENDING_PAYMENT,10009,499.95001220703125,PAYMENT
68994,99.08000183105469,New York City,Estados Unidos,11109,2016-06-18 15:22:00.0000000,36626,365,27,0.09000000357627869,91425,59.99000168,0.36000001430511475,5,272.9500122,99.08000183,East of USA,Nueva York,PENDING_PAYMENT,10035,299.95001220703125,PAYMENT
68999,60.2400016784668,New York City,Estados Unidos,2740,2016-08-15 18:05:00.0000000,40607,627,33.9900016784668,0.17000000178813934,101305,39.99000168,0.36000001430511475,5,165.9600067,60.24000168,East of USA,Nueva York,PENDING_PAYMENT,10024,199.9499969482422,PAYMENT
69153,67.19000244140625,New York City,Estados Unidos,10104,2016-05-04 08:57:00.0000000,33525,365,47.9900016784668,0.20000000298023224,83689,59.99000168,0.3499999940395355,4,191.9700012,67.19000244,East of USA,Nueva York,PENDING_PAYMENT,10024,239.9600067138672,PAYMENT
75335,52,New York City,Estados Unidos,11580,2016-07-30 14:57:00.0000000,39502,1073,0,0,98606,199.9900055,0.25999999046325684,1,199.9900055,52.0,East of USA,Nueva York,PENDING_PAYMENT,10024,199.99000549316406,PAYMENT
10704,25.59000015258789,New York City,Estados Unidos,3265,2016-05-07 15:46:00.0000000,33750,627,39.9900016784668,0.20000000298023224,84224,39.99000168,0.1599999964237213,5,159.9600067,25.59000015,East of USA,Nueva York,PENDING_PAYMENT,10011,199.9499969482422,PAYMENT
28596,-148.7899932861328,New York City,Estados Unidos,1079,2016-05-27 14:20:00.0000000,35116,191,14,0.07000000029802322,87698,99.98999786,-0.800000011920929,2,185.9799957,-148.7899933,East of USA,Nueva York,PENDING_PAYMENT,10024,199.97999572753906,PAYMENT
28607,41.63999938964844,New York City,Estados Unidos,717,2016-05-02 07:33:00.0000000,33384,565,16.799999237060547,0.11999999731779099,83379,70.0,0.3400000035762787,2,123.1999969,41.63999939,East of USA,Nueva York,PENDING_PAYMENT,10009,140,PAYMENT
37992,67.5999984741211,New York City,Estados Unidos,9195,2016-04-08 21:35:00.0000000,31780,502,0,0,79411,50.0,0.3400000035762787,4,200.0,67.59999847,East of USA,Nueva York,PENDING_PAYMENT,10024,200,PAYMENT
38009,-21.270000457763672,New York City,Estados Unidos,9195,2016-04-08 21:35:00.0000000,31780,825,6.400000095367432,0.05000000074505806,79412,31.98999977,-0.18000000715255737,4,121.5599976,-21.27000046,East of USA,Nueva York,PENDING_PAYMENT,10024,127.95999908447266,PAYMENT
31646,5.510000228881836,New York City,Estados Unidos,7202,2016-07-27 23:53:00.0000000,39322,793,3.75,0.25,98156,14.98999977,0.49000000953674316,1,11.23999977,5.510000229,East of USA,Nueva York,PENDING_PAYMENT,10035,14.989999771118164,PAYMENT
31690,7.349999904632568,New York City,Estados Unidos,9195,2016-04-08 21:35:00.0000000,31780,793,0,0,79409,14.98999977,0.49000000953674316,1,14.98999977,7.349999905,East of USA,Nueva York,PENDING_PAYMENT,10024,14.989999771118164,PAYMENT
47445,-22.270000457763672,New York City,Estados Unidos,9003,2016-05-22 02:37:00.0000000,34740,365,1.7999999523162842,0.009999999776482582,86771,59.99000168,-0.12999999523162842,3,178.1699982,-22.27000046,East of USA,Nueva York,PENDING_PAYMENT,10011,179.97000122070312,PAYMENT
47473,7.090000152587891,New York City,Estados Unidos,2299,2016-04-20 14:55:00.0000000,32583,502,37.5,0.25,81497,50.0,0.05999999865889549,3,112.5,7.090000153,East of USA,Nueva York,PENDING_PAYMENT,10035,150,PAYMENT
69803,63.09000015258789,New York City,Estados Unidos,273,2016-07-04 20:36:00.0000000,37737,365,38.38999938964844,0.1599999964237213,94194,59.99000168,0.3100000023841858,4,201.5700073,63.09000015,East of USA,Nueva York,PAYMENT_REVIEW,10024,239.9600067138672,PAYMENT
69808,98.55000305175781,New York City,Estados Unidos,4298,2016-05-15 12:36:00.0000000,34289,191,48,0.11999999731779099,85628,99.98999786,0.2800000011920929,4,351.9599915,98.55000305,East of USA,Nueva York,PENDING_PAYMENT,10024,399.9599914550781,PAYMENT
69822,66.80000305175781,New York City,Estados Unidos,9513,2016-06-27 05:43:00.0000000,37215,365,9.600000381469727,0.03999999910593033,92889,59.99000168,0.28999999165534973,4,230.3600006,66.80000305,East of USA,Nueva York,PENDING_PAYMENT,10035,239.9600067138672,PAYMENT
10684,27.1200008392334,New York City,Estados Unidos,5684,2016-05-18 19:26:00.0000000,34514,502,10,0.03999999910593033,86208,50.0,0.10999999940395355,5,240.0,27.12000084,East of USA,Nueva York,PAYMENT_REVIEW,10024,250,PAYMENT
10690,104.52999877929688,New York City,Estados Unidos,3265,2016-05-07 15:46:00.0000000,33750,365,12,0.03999999910593033,84225,59.99000168,0.36000001430511475,5,287.9500122,104.5299988,East of USA,Nueva York,PENDING_PAYMENT,10011,299.95001220703125,PAYMENT
10700,33.08000183105469,New York City,Estados Unidos,11424,2016-07-12 05:31:00.0000000,38242,627,23.989999771118164,0.11999999731779099,95469,39.99000168,0.1899999976158142,5,175.9600067,33.08000183,East of USA,Nueva York,PENDING_PAYMENT,10011,199.9499969482422,PAYMENT
29803,19.68000030517578,New York City,Estados Unidos,88,2016-04-19 17:12:00.0000000,32521,502,2,0.03999999910593033,81337,50.0,0.4099999964237213,1,48.0,19.68000031,East of USA,Nueva York,PENDING_PAYMENT,10024,50,PAYMENT
29820,45.900001525878906,New York City,Estados Unidos,10138,2016-08-09 01:37:00.0000000,40149,957,30,0.10000000149011612,100182,299.980011,0.17000000178813934,1,269.980011,45.90000153,East of USA,Nueva York,PENDING_PAYMENT,10011,299.9800109863281,PAYMENT
36120,27.84000015258789,New York City,Estados Unidos,8790,2016-06-08 16:26:00.0000000,35944,502,4,0.03999999910593033,89771,50.0,0.28999999165534973,2,96.0,27.84000015,East of USA,Nueva York,PENDING_PAYMENT,10009,100,PAYMENT
36182,-125.61000061035156,New York City,Estados Unidos,8790,2016-06-08 16:26:00.0000000,35944,365,16.200000762939453,0.09000000357627869,89769,59.99000168,-0.7699999809265137,3,163.7700043,-125.6100006,East of USA,Nueva York,PENDING_PAYMENT,10009,179.97000122070312,PAYMENT
36247,22.780000686645508,New York City,Estados Unidos,2373,2016-04-07 01:27:00.0000000,31654,365,38.38999938964844,0.1599999964237213,79103,59.99000168,0.10999999940395355,4,201.5700073,22.78000069,East of USA,Nueva York,PENDING_PAYMENT,10035,239.9600067138672,PAYMENT
36249,13.649999618530273,New York City,Estados Unidos,9201,2016-07-18 21:37:00.0000000,38699,502,18,0.09000000357627869,96622,50.0,0.07999999821186066,4,182.0,13.64999962,East of USA,Nueva York,PENDING_PAYMENT,10011,200,PAYMENT
33017,35.66999816894531,New York City,Estados Unidos,8790,2016-06-08 16:26:00.0000000,35944,771,6,0.05000000074505806,89770,39.99000168,0.3100000023841858,3,113.9700012,35.66999817,East of USA,Nueva York,PENDING_PAYMENT,10009,119.97000122070312,PAYMENT
28483,4.789999961853027,New York City,Estados Unidos,10995,2016-04-03 10:55:00.0000000,31407,365,9,0.15000000596046448,78514,59.99000168,0.09000000357627869,1,50.99000168,4.789999962,East of USA,Nueva York,PENDING_PAYMENT,10035,59.9900016784668,PAYMENT
69557,-203.99000549316406,New York City,Estados Unidos,11580,2016-07-30 14:57:00.0000000,39502,957,45,0.15000000596046448,98605,299.980011,-0.800000011920929,1,254.9799957,-203.9900055,East of USA,Nueva York,PENDING_PAYMENT,10024,299.9800109863281,PAYMENT
19756,-18.920000076293945,New York City,Estados Unidos,7954,2016-07-28 00:35:00.0000000,39324,627,33.9900016784668,0.17000000178813934,98164,39.99000168,-0.10999999940395355,5,165.9600067,-18.92000008,East of USA,Nueva York,PENDING_PAYMENT,10035,199.9499969482422,PAYMENT
19757,44.27000045776367,New York City,Estados Unidos,7954,2016-07-28 00:35:00.0000000,39324,627,35.9900016784668,0.18000000715255737,98162,39.99000168,0.27000001072883606,5,163.9600067,44.27000046,East of USA,Nueva York,PENDING_PAYMENT,10035,199.9499969482422,PAYMENT
37261,9.859999656677246,New York City,Estados Unidos,12318,2016-05-27 14:41:00.0000000,35117,627,6,0.15000000596046448,87699,39.99000168,0.28999999165534973,1,33.99000168,9.859999657,East of USA,Nueva York,PENDING_PAYMENT,10024,39.9900016784668,PAYMENT
37276,77.20999908447266,New York City,Estados Unidos,6168,2016-08-11 14:35:00.0000000,40323,957,3,0.009999999776482582,100618,299.980011,0.25999999046325684,1,296.980011,77.20999908,East of USA,Nueva York,PENDING_PAYMENT,10035,299.9800109863281,PAYMENT
37286,99.22000122070312,New York City,Estados Unidos,6248,2016-06-15 12:44:00.0000000,36413,957,16.5,0.05999999865889549,90914,299.980011,0.3499999940395355,1,283.480011,99.22000122,East of USA,Nueva York,PENDING_PAYMENT,10009,299.9800109863281,PAYMENT
59314,23.989999771118164,New York City,Estados Unidos,6162,2016-04-23 09:29:00.0000000,32773,627,8,0.03999999910593033,81974,39.99000168,0.12999999523162842,5,191.9499969,23.98999977,East of USA,Nueva York,PENDING_PAYMENT,10024,199.9499969482422,PAYMENT
70217,41,New York City,Estados Unidos,1974,2016-07-24 11:48:00.0000000,39082,191,89.98999786376953,0.18000000715255737,97558,99.98999786,0.10000000149011612,5,409.9599915,41.0,East of USA,Nueva York,PENDING_PAYMENT,10009,499.95001220703125,PAYMENT
70222,18.520000457763672,New York City,Estados Unidos,7370,2016-08-15 21:14:00.0000000,40616,365,6,0.019999999552965164,101330,59.99000168,0.05999999865889549,5,293.9500122,18.52000046,East of USA,Nueva York,PENDING_PAYMENT,10009,299.95001220703125,PAYMENT
70260,75.0999984741211,New York City,Estados Unidos,7370,2016-08-15 21:14:00.0000000,40616,822,0,0,101329,47.99000168,0.3100000023841858,5,239.9499969,75.09999847,East of USA,Nueva York,PENDING_PAYMENT,10009,239.9499969482422,PAYMENT
74976,69.30000305175781,New York City,Estados Unidos,3329,2016-08-24 17:12:00.0000000,41221,1073,2,0.009999999776482582,102887,199.9900055,0.3499999940395355,1,197.9900055,69.30000305,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
75032,-129.38999938964844,New York City,Estados Unidos,8631,2016-08-20 18:57:00.0000000,40952,1073,6,0.029999999329447746,102212,199.9900055,-0.6700000166893005,1,193.9900055,-129.3899994,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
475,72.52999877929688,New York City,Estados Unidos,6405,2016-07-03 20:46:00.0000000,37669,191,21,0.07000000029802322,94024,99.98999786,0.25999999046325684,3,278.9700012,72.52999878,East of USA,Nueva York,PENDING_PAYMENT,10009,299.9700012207031,PAYMENT
476,53.540000915527344,New York City,Estados Unidos,6405,2016-07-03 20:46:00.0000000,37669,365,27,0.15000000596046448,94022,59.99000168,0.3499999940395355,3,152.9700012,53.54000092,East of USA,Nueva York,PENDING_PAYMENT,10009,179.97000122070312,PAYMENT
6894,62.63999938964844,New York City,Estados Unidos,5308,2016-05-06 06:50:00.0000000,33656,502,26,0.12999999523162842,83996,50.0,0.36000001430511475,4,174.0,62.63999939,East of USA,Nueva York,PENDING_PAYMENT,10024,200,PAYMENT
6895,-5.849999904632568,New York City,Estados Unidos,2903,2016-08-05 18:48:00.0000000,39924,627,23.989999771118164,0.15000000596046448,99599,39.99000168,-0.03999999910593033,4,135.9700012,-5.849999905,East of USA,Nueva York,PENDING_PAYMENT,10011,159.9600067138672,PAYMENT
68813,54.439998626708984,New York City,Estados Unidos,11109,2016-06-18 15:22:00.0000000,36626,191,50,0.25,91426,99.98999786,0.36000001430511475,2,149.9900055,54.43999863,East of USA,Nueva York,PENDING_PAYMENT,10035,199.97999572753906,PAYMENT
68817,45.59000015258789,New York City,Estados Unidos,11109,2016-06-18 15:22:00.0000000,36626,502,3,0.029999999329447746,91427,50.0,0.4699999988079071,2,97.0,45.59000015,East of USA,Nueva York,PENDING_PAYMENT,10035,100,PAYMENT
68876,53.90999984741211,New York City,Estados Unidos,2740,2016-08-15 18:05:00.0000000,40607,502,1.5,0.009999999776482582,101304,50.0,0.36000001430511475,3,148.5,53.90999985,East of USA,Nueva York,PENDING_PAYMENT,10024,150,PAYMENT
89378,71.4000015258789,New York City,Estados Unidos,8933,2016-05-16 00:10:00.0000000,34322,957,45,0.15000000596046448,85739,299.980011,0.2800000011920929,1,254.9799957,71.40000153,East of USA,Nueva York,PENDING_PAYMENT,10011,299.9800109863281,PAYMENT
89386,-190.97000122070312,New York City,Estados Unidos,10791,2016-04-20 02:39:00.0000000,32548,957,51,0.17000000178813934,81410,299.980011,-0.7699999809265137,1,248.9799957,-190.9700012,East of USA,Nueva York,PENDING_PAYMENT,10009,299.9800109863281,PAYMENT
78696,21.84000015258789,New York City,Estados Unidos,273,2016-07-04 20:36:00.0000000,37737,1073,18,0.09000000357627869,94191,199.9900055,0.11999999731779099,1,181.9900055,21.84000015,East of USA,Nueva York,PAYMENT_REVIEW,10024,199.99000549316406,PAYMENT
78713,13.949999809265137,New York City,Estados Unidos,4860,2016-07-04 04:08:00.0000000,37690,1073,14,0.07000000029802322,94074,199.9900055,0.07999999821186066,1,185.9900055,13.94999981,East of USA,Nueva York,PENDING_PAYMENT,10011,199.99000549316406,PAYMENT
78714,36.400001525878906,New York City,Estados Unidos,4860,2016-07-04 04:08:00.0000000,37690,1073,18,0.09000000357627869,94073,199.9900055,0.20000000298023224,1,181.9900055,36.40000153,East of USA,Nueva York,PENDING_PAYMENT,10011,199.99000549316406,PAYMENT
75176,54.31999969482422,New York City,Estados Unidos,2014,2016-08-11 18:26:00.0000000,40334,1073,6,0.029999999329447746,100644,199.9900055,0.2800000011920929,1,193.9900055,54.3199997,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
75180,-130.19000244140625,New York City,Estados Unidos,6168,2016-08-11 14:35:00.0000000,40323,1073,14,0.07000000029802322,100616,199.9900055,-0.699999988079071,1,185.9900055,-130.1900024,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
75181,63.70000076293945,New York City,Estados Unidos,6168,2016-08-11 14:35:00.0000000,40323,1073,18,0.09000000357627869,100615,199.9900055,0.3499999940395355,1,181.9900055,63.70000076,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
75262,72,New York City,Estados Unidos,7158,2016-08-05 16:00:00.0000000,39916,1073,50,0.25,99577,199.9900055,0.47999998927116394,1,149.9900055,72.0,East of USA,Nueva York,PENDING_PAYMENT,10024,199.99000549316406,PAYMENT
79799,80.63999938964844,New York City,Estados Unidos,7251,2016-04-23 14:44:00.0000000,32788,1073,32,0.1599999964237213,82020,199.9900055,0.47999998927116394,1,167.9900055,80.63999939,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
79848,13.649999618530273,New York City,Estados Unidos,10791,2016-04-20 02:39:00.0000000,32548,1073,18,0.09000000357627869,81409,199.9900055,0.07999999821186066,1,181.9900055,13.64999962,East of USA,Nueva York,PENDING_PAYMENT,10009,199.99000549316406,PAYMENT
79855,29.190000534057617,New York City,Estados Unidos,591,2016-04-19 18:15:00.0000000,32524,1073,36,0.18000000715255737,81346,199.9900055,0.18000000715255737,1,163.9900055,29.19000053,East of USA,Nueva York,PENDING_PAYMENT,10024,199.99000549316406,PAYMENT
79868,-11.09000015258789,New York City,Estados Unidos,9462,2016-04-18 21:14:00.0000000,32464,1073,24,0.11999999731779099,81194,199.9900055,-0.05999999865889549,1,175.9900055,-11.09000015,East of USA,Nueva York,PENDING_PAYMENT,10035,199.99000549316406,PAYMENT
89236,9.75,New York City,Estados Unidos,6658,2016-04-19 11:35:00.0000000,32505,403,32.5,0.25,81296,129.9900055,0.10000000149011612,1,97.48999786,9.75,East of USA,Nueva York,PENDING_PAYMENT,10009,129.99000549316406,PAYMENT
